Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2926703,-,-,-,40.41,67.22,0,490,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2018,2,14,16,30,-1.3,0,0,0,4,-2.4000000000000004,0,0,0,0,0.359,92.36,129.29,0.17,961,1.7000000000000002,326,2.7
2018,2,14,17,30,-1.8,0,0,0,7,-3.1,0,0,0,0,0.365,91.03,139.56,0.17,962,1.7000000000000002,323,2.6
2018,2,14,18,30,-2.2,0,0,0,4,-3.7,0,0,0,0,0.37,89.58,147.87,0.17,962,1.7000000000000002,319,2.4000000000000004
2018,2,14,19,30,-2.4000000000000004,0,0,0,6,-4.1000000000000005,0,0,0,0,0.372,88.34,152.22,0.17,962,1.7000000000000002,317,2.1
2018,2,14,20,30,-2.7,0,0,0,6,-4.3,0,0,0,0,0.373,89.02,150.71,0.17,962,1.6,316,2.6
2018,2,14,21,30,-3,0,0,0,6,-4.5,0,0,0,0,0.374,89.43,144.09,0.17,963,1.5,310,3
2018,2,14,22,30,-3.3000000000000003,0,0,0,4,-4.800000000000001,0,0,0,0,0.373,89.42,134.61,0.17,963,1.5,306,3.1
2018,2,14,23,30,-3.4000000000000004,0,0,0,4,-5.1000000000000005,0,0,0,0,0.373,88.16,123.82000000000001,0.17,964,1.4000000000000001,302,3
2018,2,15,0,30,-3.9000000000000004,0,0,0,7,-5.4,0,0,0,0,0.369,89.10000000000001,112.5,0.87,966,1.3,297,3
2018,2,15,1,30,-4.2,0,0,0,7,-5.800000000000001,0,0,0,0,0.365,88.49,101.09,0.87,968,1.2000000000000002,292,2.9000000000000004
2018,2,15,2,30,-4.3,0,0,0,4,-6.2,0,0,0,0,0.363,86.7,89.45,0.87,970,1.1,287,2.7
2018,2,15,3,30,-4,96,212,136,7,-6.2,16,0,3,16,0.363,84.55,79.25,0.87,971,1.1,286,2.6
2018,2,15,4,30,-3.2,165,439,317,7,-5.9,31,0,0,31,0.363,81.5,69.68,0.87,972,1,288,2.6
2018,2,15,5,30,-2.2,206,574,478,4,-5.300000000000001,81,0,0,81,0.361,79.47,61.620000000000005,0.87,973,0.9,293,2.6
2018,2,15,6,30,-1,231,644,593,4,-4.2,113,0,0,113,0.358,78.86,55.85,0.87,974,0.8,299,2.5
2018,2,15,7,30,0,243,667,643,7,-3.1,76,0,0,76,0.356,79.35000000000001,53.17,0.87,975,0.8,308,2.3000000000000003
2018,2,15,8,30,0.5,241,662,630,7,-2.7,76,0,0,76,0.357,79.08,54.04,0.87,975,0.7000000000000001,322,2
2018,2,15,9,30,0.6000000000000001,225,621,551,7,-2.9000000000000004,62,0,0,62,0.358,77.67,58.31,0.87,976,0.6000000000000001,342,1.7000000000000002
2018,2,15,10,30,0.2,192,529,413,7,-3.3000000000000003,41,0,0,41,0.359,77.45,65.29,0.87,976,0.6000000000000001,185,1.4000000000000001
2018,2,15,11,30,-1.2000000000000002,138,362,236,7,-3.2,25,0,0,25,0.36,86.24,74.16,0.87,977,0.6000000000000001,26,1.1
2018,2,15,12,30,-3.2,52,84,60,7,-4.5,12,0,3,12,0.362,90.46000000000001,84.21000000000001,0.87,977,0.5,38,1.1
2018,2,15,13,30,-4.7,0,0,0,7,-6.7,0,0,0,0,0.364,85.89,95.27,0.87,978,0.5,43,1.1
2018,2,15,14,30,-5.4,0,0,0,7,-7.7,0,0,0,0,0.366,83.99,106.58,0.87,978,0.5,48,1
2018,2,15,15,30,-5.800000000000001,0,0,0,7,-8.1,0,0,0,0,0.368,83.48,117.97,0.87,978,0.5,49,0.9
2018,2,15,16,30,-6.300000000000001,0,0,0,8,-8.4,0,0,0,0,0.369,84.93,129.07,0.87,978,0.5,44,0.7000000000000001
2018,2,15,17,30,-6.800000000000001,0,0,0,4,-8.700000000000001,0,0,0,0,0.37,86.17,139.3,0.87,978,0.5,37,0.7000000000000001
2018,2,15,18,30,-7.2,0,0,0,8,-9,0,0,0,0,0.37,87.12,147.57,0.87,978,0.5,30,0.6000000000000001
2018,2,15,19,30,-7.6000000000000005,0,0,0,8,-9.200000000000001,0,0,0,0,0.37,88.57000000000001,151.88,0.87,978,0.5,25,0.6000000000000001
2018,2,15,20,30,-7.9,0,0,0,7,-9.3,0,0,0,0,0.368,89.43,150.38,0.87,978,0.5,14,0.6000000000000001
2018,2,15,21,30,-8.3,0,0,0,8,-9.600000000000001,0,0,0,0,0.365,90.48,143.8,0.87,978,0.5,171,0.6000000000000001
2018,2,15,22,30,-8.6,0,0,0,0,-9.9,0,0,0,0,0.363,90.53,134.36,0.87,977,0.5,320,0.6000000000000001
2018,2,15,23,30,-8.700000000000001,0,0,0,1,-10.100000000000001,0,0,0,0,0.361,89.84,123.59,0.87,977,0.5,304,0.6000000000000001
2018,2,16,0,30,-8.9,0,0,0,4,-10.3,0,0,0,0,0.361,89.92,112.27,0.87,977,0.5,271,0.7000000000000001
2018,2,16,1,30,-8.8,0,0,0,4,-10.3,0,0,0,0,0.361,88.64,100.87,0.87,977,0.5,259,0.7000000000000001
2018,2,16,2,30,-7.9,0,0,0,1,-10.200000000000001,0,0,0,0,0.361,83.32000000000001,89.24,0.87,977,0.5,255,0.7000000000000001
2018,2,16,3,30,-5.4,89,336,154,1,-9.3,89,336,0,154,0.362,74.03,78.99,0.87,977,0.5,272,0.7000000000000001
2018,2,16,4,30,-2.6,139,579,342,1,-6.6000000000000005,139,579,0,342,0.363,74.11,69.4,0.87,977,0.5,305,0.7000000000000001
2018,2,16,5,30,-0.6000000000000001,167,707,506,4,-5,167,707,5,506,0.362,72.21000000000001,61.32,0.87,978,0.5,330,0.9
2018,2,16,6,30,0.8,218,699,613,4,-4.3,218,699,5,613,0.36,68.49,55.52,0.87,978,0.5,342,1.1
2018,2,16,7,30,1.7000000000000002,222,733,665,4,-4,222,484,0,514,0.358,66,52.82,0.87,977,0.5,347,1.3
2018,2,16,8,30,2.1,216,732,649,4,-3.9000000000000004,193,548,3,517,0.357,64.74,53.7,0.87,977,0.5,350,1.6
2018,2,16,9,30,2.3000000000000003,167,768,574,4,-3.9000000000000004,201,426,1,426,0.356,63.47,58,0.87,977,0.5,356,1.7000000000000002
2018,2,16,10,30,1.8,138,703,435,4,-4.1000000000000005,150,412,0,324,0.356,64.87,65.01,0.87,978,0.5,186,1.6
2018,2,16,11,30,-0.5,100,569,257,4,-3.9000000000000004,111,121,0,144,0.356,77.97,73.91,0.87,978,0.5,21,1.3
2018,2,16,12,30,-4.1000000000000005,46,258,73,1,-6,46,258,0,73,0.358,86.8,83.99,0.87,978,0.5,35,1.3
2018,2,16,13,30,-6,0,0,0,4,-8.4,0,0,0,0,0.361,83.14,95.06,0.87,978,0.5,41,1.3
2018,2,16,14,30,-6.300000000000001,0,0,0,4,-8.6,0,0,0,0,0.363,83.97,106.37,0.87,978,0.5,36,1.1
2018,2,16,15,30,-6.4,0,0,0,1,-8.4,0,0,0,0,0.365,85.71000000000001,117.76,0.87,978,0.5,18,0.9
2018,2,16,16,30,-6.7,0,0,0,4,-8.4,0,0,0,0,0.367,87.77,128.84,0.87,978,0.5,179,0.8
2018,2,16,17,30,-7,0,0,0,1,-8.5,0,0,0,0,0.369,88.75,139.05,0.87,978,0.5,350,0.7000000000000001
2018,2,16,18,30,-7.300000000000001,0,0,0,1,-8.700000000000001,0,0,0,0,0.371,90,147.27,0.87,978,0.5,344,0.7000000000000001
2018,2,16,19,30,-7.5,0,0,0,4,-8.8,0,0,0,0,0.373,90.32000000000001,151.54,0.87,977,0.5,332,0.6000000000000001
2018,2,16,20,30,-7.6000000000000005,0,0,0,1,-8.9,0,0,0,0,0.374,90.14,150.04,0.87,977,0.5,307,0.6000000000000001
2018,2,16,21,30,-7.5,0,0,0,0,-9,0,0,0,0,0.374,88.93,143.51,0.87,977,0.5,283,0.6000000000000001
2018,2,16,22,30,-7.5,0,0,0,1,-9,0,0,0,0,0.373,88.94,134.1,0.87,976,0.5,282,0.7000000000000001
2018,2,16,23,30,-7.5,0,0,0,0,-9.1,0,0,0,0,0.372,88.36,123.35000000000001,0.87,976,0.5,287,0.7000000000000001
2018,2,17,0,30,-7.4,0,0,0,1,-9.1,0,0,0,0,0.371,87.59,112.04,0.87,977,0.5,303,0.6000000000000001
2018,2,17,1,30,-7.4,0,0,0,4,-9.200000000000001,0,0,0,0,0.37,86.62,100.63,0.87,977,0.5,308,0.7000000000000001
2018,2,17,2,30,-6.6000000000000005,0,0,0,1,-9.3,0,0,0,0,0.37,80.82000000000001,89.03,0.87,977,0.5,307,0.7000000000000001
2018,2,17,3,30,-4.3,66,527,169,1,-8.700000000000001,66,527,0,169,0.37,71.31,78.74,0.87,977,0.5,314,0.8
2018,2,17,4,30,-1.8,97,742,361,4,-6.9,149,152,0,203,0.37,68.27,69.11,0.87,977,0.5,174,1
2018,2,17,5,30,0.1,115,857,530,4,-5.9,86,769,0,459,0.369,64.07000000000001,61,0.87,977,0.4,30,1.3
2018,2,17,6,30,1.5,135,878,636,4,-5.4,89,849,0,573,0.367,59.94,55.18,0.87,977,0.5,31,1.6
2018,2,17,7,30,2.4000000000000004,135,907,688,0,-5,135,907,0,688,0.366,58.34,52.47,0.87,976,0.5,30,1.8
2018,2,17,8,30,2.8000000000000003,130,908,672,0,-5.1000000000000005,130,908,0,672,0.365,56.26,53.36,0.87,975,0.5,29,1.9000000000000001
2018,2,17,9,30,2.8000000000000003,127,864,589,1,-5.1000000000000005,127,864,0,589,0.363,56.2,57.69,0.87,975,0.5,30,2
2018,2,17,10,30,2.1,108,801,450,4,-5.1000000000000005,80,729,0,391,0.362,58.910000000000004,64.73,0.87,974,0.5,31,2
2018,2,17,11,30,-0.30000000000000004,81,673,271,4,-5.2,95,352,0,194,0.362,69.65,73.66,0.87,974,0.5,30,1.8
2018,2,17,12,30,-3.5,41,377,82,7,-6.7,41,377,5,82,0.363,78.52,83.77,0.87,974,0.4,28,1.6
2018,2,17,13,30,-5.4,0,0,0,1,-8.8,0,0,0,0,0.366,76.93,94.84,0.87,974,0.4,30,1.7000000000000002
2018,2,17,14,30,-6.1000000000000005,0,0,0,1,-9.4,0,0,0,0,0.368,77.76,106.16,0.87,974,0.4,31,1.7000000000000002
2018,2,17,15,30,-6.5,0,0,0,7,-9.600000000000001,0,0,0,0,0.369,78.82000000000001,117.55,0.87,974,0.4,31,1.6
2018,2,17,16,30,-6.800000000000001,0,0,0,7,-9.600000000000001,0,0,0,0,0.37,80.24,128.62,0.87,974,0.4,30,1.5
2018,2,17,17,30,-7,0,0,0,7,-9.600000000000001,0,0,0,0,0.37,81.4,138.79,0.87,973,0.4,27,1.4000000000000001
2018,2,17,18,30,-7.2,0,0,0,4,-9.700000000000001,0,0,0,0,0.371,82.42,146.96,0.87,972,0.4,21,1.4000000000000001
2018,2,17,19,30,-7.1000000000000005,0,0,0,0,-9.600000000000001,0,0,0,0,0.373,82.09,151.19,0.87,972,0.4,11,1.3
2018,2,17,20,30,-7,0,0,0,1,-9.5,0,0,0,0,0.375,82.37,149.70000000000002,0.87,971,0.4,174,1.2000000000000002
2018,2,17,21,30,-6.9,0,0,0,1,-9.4,0,0,0,0,0.377,82.17,143.21,0.87,971,0.4,335,1.2000000000000002
2018,2,17,22,30,-6.800000000000001,0,0,0,8,-9.3,0,0,0,0,0.378,82.11,133.84,0.87,971,0.4,324,1.2000000000000002
2018,2,17,23,30,-6.7,0,0,0,1,-9.3,0,0,0,0,0.379,81.91,123.11,0.87,970,0.4,322,1.2000000000000002
2018,2,18,0,30,-6.800000000000001,0,0,0,0,-9.3,0,0,0,0,0.383,82.14,111.81,0.87,970,0.4,321,1.3
2018,2,18,1,30,-6.800000000000001,0,0,0,1,-9.4,0,0,0,0,0.386,81.59,100.4,0.87,971,0.4,318,1.3
2018,2,18,2,30,-5.7,13,116,16,1,-9.4,13,116,0,16,0.39,74.97,88.81,0.87,971,0.4,324,1.4000000000000001
2018,2,18,3,30,-3.3000000000000003,58,615,181,1,-8.6,58,615,0,181,0.393,66.8,78.47,0.87,971,0.4,345,1.7000000000000002
2018,2,18,4,30,-1,85,804,375,4,-7,87,0,0,87,0.396,63.76,68.82000000000001,0.87,971,0.4,184,2.2
2018,2,18,5,30,0.6000000000000001,102,895,540,4,-6.1000000000000005,200,42,0,220,0.396,60.68,60.69,0.87,971,0.4,17,2.5
2018,2,18,6,30,1.9000000000000001,132,897,648,4,-5.5,221,439,0,474,0.394,58.09,54.84,0.87,971,0.4,26,2.5
2018,2,18,7,30,2.7,135,909,693,4,-5,232,470,0,520,0.39,56.95,52.120000000000005,0.87,970,0.5,30,2.5
2018,2,18,8,30,3.2,132,906,677,4,-4.800000000000001,267,66,0,307,0.386,55.69,53.02,0.87,970,0.5,34,2.4000000000000004
2018,2,18,9,30,3.2,124,873,595,4,-4.800000000000001,211,27,0,225,0.383,55.79,57.370000000000005,0.87,969,0.5,39,2.4000000000000004
2018,2,18,10,30,2.6,109,802,455,4,-4.9,183,74,0,215,0.381,57.730000000000004,64.44,0.87,969,0.5,44,2.4000000000000004
2018,2,18,11,30,0.5,84,673,276,4,-5,70,0,0,70,0.38,66.54,73.41,0.87,969,0.4,40,2.1
2018,2,18,12,30,-2.5,43,365,84,1,-6,43,365,0,84,0.378,77,83.54,0.87,969,0.4,32,1.8
2018,2,18,13,30,-4.2,0,0,0,4,-7.800000000000001,0,0,0,0,0.376,76.19,94.63,0.87,969,0.4,30,1.9000000000000001
2018,2,18,14,30,-4.9,0,0,0,4,-8.3,0,0,0,0,0.371,76.77,105.96000000000001,0.87,969,0.4,34,1.9000000000000001
2018,2,18,15,30,-5.2,0,0,0,4,-8.700000000000001,0,0,0,0,0.367,76.60000000000001,117.34,0.87,969,0.4,41,1.8
2018,2,18,16,30,-5.5,0,0,0,4,-8.9,0,0,0,0,0.365,77.12,128.39000000000001,0.87,968,0.4,47,1.6
2018,2,18,17,30,-5.6000000000000005,0,0,0,4,-9,0,0,0,0,0.365,77.22,138.53,0.87,968,0.4,47,1.4000000000000001
2018,2,18,18,30,-5.7,0,0,0,4,-9,0,0,0,0,0.365,77.39,146.66,0.87,967,0.4,36,1.2000000000000002
2018,2,18,19,30,-5.9,0,0,0,4,-9.1,0,0,0,0,0.365,77.96000000000001,150.84,0.87,967,0.4,28,1.1
2018,2,18,20,30,-5.800000000000001,0,0,0,4,-9.1,0,0,0,0,0.366,77.25,149.36,0.87,966,0.4,60,1
2018,2,18,21,30,-5.5,0,0,0,4,-9.1,0,0,0,0,0.366,75.60000000000001,142.9,0.87,965,0.4,176,0.8
2018,2,18,22,30,-5.4,0,0,0,4,-9.1,0,0,0,0,0.366,75.45,133.57,0.87,965,0.4,271,0.8
2018,2,18,23,30,-5.5,0,0,0,1,-9.200000000000001,0,0,0,0,0.366,75.29,122.86,0.87,965,0.4,281,0.9
2018,2,19,0,30,-5.300000000000001,0,0,0,1,-9.4,0,0,0,0,0.365,73.13,111.57000000000001,0.87,965,0.4,298,1
2018,2,19,1,30,-5,0,0,0,4,-9.5,0,0,0,0,0.365,70.58,100.16,0.87,965,0.4,298,1
2018,2,19,2,30,-3.4000000000000004,15,83,17,7,-9.5,15,83,5,17,0.367,62.7,88.59,0.87,965,0.4,260,1
2018,2,19,3,30,-0.7000000000000001,65,578,183,4,-8.4,67,325,3,133,0.369,55.99,78.21000000000001,0.87,964,0.4,230,1.2000000000000002
2018,2,19,4,30,1.9000000000000001,94,767,375,4,-7.5,96,572,0,306,0.369,49.76,68.53,0.87,964,0.5,162,1.5
2018,2,19,5,30,4.1000000000000005,112,856,535,7,-7,87,778,0,472,0.368,44.34,60.370000000000005,0.87,963,0.6000000000000001,81,1.8
2018,2,19,6,30,5.800000000000001,123,889,640,7,-6.4,269,109,0,332,0.367,41.32,54.5,0.87,962,0.8,63,1.9000000000000001
2018,2,19,7,30,6.800000000000001,134,886,682,7,-6,295,174,0,403,0.366,39.480000000000004,51.77,0.87,961,1,46,1.9000000000000001
2018,2,19,8,30,7,144,847,658,7,-5.800000000000001,284,111,0,351,0.364,39.71,52.68,0.87,961,1.2000000000000002,43,1.9000000000000001
2018,2,19,9,30,6.7,153,765,569,7,-5.4,176,537,0,468,0.362,41.89,57.06,0.87,961,1.4000000000000001,43,1.5
2018,2,19,10,30,5.9,151,635,428,7,-3.8000000000000003,137,513,0,360,0.36,49.620000000000005,64.16,0.87,961,1.5,195,1
2018,2,19,11,30,4.7,125,423,247,4,-2.4000000000000004,105,301,0,192,0.358,60.07,73.16,0.87,960,1.7000000000000002,335,0.7000000000000001
2018,2,19,12,30,3.8000000000000003,56,106,69,7,-3.4000000000000004,56,106,5,69,0.356,59.49,83.32000000000001,0.87,960,1.8,168,0.6000000000000001
2018,2,19,13,30,3.5,0,0,0,7,-3.6,0,0,0,0,0.355,59.910000000000004,94.42,0.87,960,1.9000000000000001,34,0.7000000000000001
2018,2,19,14,30,3.2,0,0,0,4,-3.3000000000000003,0,0,0,0,0.355,62.43,105.75,0.87,960,2,61,0.8
2018,2,19,15,30,3,0,0,0,7,-3,0,0,0,0,0.355,64.71000000000001,117.13,0.87,960,2.1,78,0.8
2018,2,19,16,30,3,0,0,0,7,-2.7,0,0,0,0,0.355,66.18,128.17000000000002,0.87,960,2.1,114,0.7000000000000001
2018,2,19,17,30,2.6,0,0,0,4,-2.1,0,0,0,0,0.354,70.91,138.27,0.87,959,2,125,0.6000000000000001
2018,2,19,18,30,2,0,0,0,4,-2,0,0,0,0,0.353,75.05,146.35,0.87,958,1.9000000000000001,100,0.7000000000000001
2018,2,19,19,30,1.6,0,0,0,7,-2.6,0,0,0,0,0.353,73.66,150.49,0.87,958,1.7000000000000002,96,1
2018,2,19,20,30,1.5,0,0,0,4,-3,0,0,0,0,0.352,72.05,149.01,0.87,957,1.6,107,1.2000000000000002
2018,2,19,21,30,1.9000000000000001,0,0,0,7,-3.2,0,0,0,0,0.352,69,142.6,0.87,957,1.5,114,1.2000000000000002
2018,2,19,22,30,2.4000000000000004,0,0,0,7,-3.4000000000000004,0,0,0,0,0.353,65.4,133.3,0.87,957,1.6,117,1.2000000000000002
2018,2,19,23,30,2.7,0,0,0,4,-3.8000000000000003,0,0,0,0,0.354,62.17,122.61,0.87,957,1.6,117,1.3
2018,2,20,0,30,3.2,0,0,0,7,-4.2,0,0,0,0,0.357,58.32,111.33,0.87,956,1.6,101,1.3
2018,2,20,1,30,3.7,0,0,0,7,-4.2,0,0,0,0,0.36,56.27,99.91,0.87,956,1.6,93,1.2000000000000002
2018,2,20,2,30,5,7,1,7,6,-3.4000000000000004,6,0,3,6,0.363,54.42,88.37,0.87,956,1.6,71,0.8
2018,2,20,3,30,6.300000000000001,116,155,148,6,-1.3,36,0,3,36,0.364,58.25,77.94,0.87,957,1.6,164,0.9
2018,2,20,4,30,7.300000000000001,205,325,326,9,0.1,89,0,0,89,0.365,60.32,68.24,0.87,957,1.7000000000000002,268,2.1
2018,2,20,5,30,8.1,267,426,480,9,0.4,170,8,3,174,0.363,58.39,60.04,0.87,958,1.8,264,3.2
2018,2,20,6,30,8.700000000000001,306,477,585,6,2.1,229,27,0,245,0.361,63.120000000000005,54.15,0.87,958,2,266,3.5
2018,2,20,7,30,8.9,324,494,632,6,3.7,260,39,0,284,0.36,69.77,51.410000000000004,0.87,958,2.1,261,3.6
2018,2,20,8,30,8.8,321,479,613,7,4.9,288,210,0,416,0.36,76.65,52.33,0.87,958,2.2,255,3.1
2018,2,20,9,30,8.3,297,435,535,6,5.5,206,20,0,217,0.363,82.69,56.74,0.87,958,2.1,255,2.6
2018,2,20,10,30,7.4,246,356,403,7,5.4,124,0,0,124,0.365,87.01,63.88,0.87,959,2,262,2.3000000000000003
2018,2,20,11,30,5.6000000000000005,170,211,232,6,4.800000000000001,42,0,0,42,0.366,94.57000000000001,72.91,0.87,960,2,270,1.8
2018,2,20,12,30,3.8000000000000003,56,33,60,6,3.8000000000000003,18,0,3,18,0.365,100,83.10000000000001,0.87,961,1.9000000000000001,273,1.7000000000000002
2018,2,20,13,30,2.8000000000000003,0,0,0,6,2.8000000000000003,0,0,0,0,0.367,100,94.2,0.87,961,1.8,264,1.7000000000000002
2018,2,20,14,30,2.2,0,0,0,6,2.1,0,0,0,0,0.369,99.16,105.54,0.87,962,1.7000000000000002,254,1.9000000000000001
2018,2,20,15,30,1.8,0,0,0,6,1.4000000000000001,0,0,0,0,0.369,97.3,116.92,0.87,962,1.6,248,2.2
2018,2,20,16,30,1.4000000000000001,0,0,0,6,0.8,0,0,0,0,0.368,96,127.94,0.87,963,1.6,243,2.4000000000000004
2018,2,20,17,30,1,0,0,0,6,0.30000000000000004,0,0,0,0,0.369,94.81,138.01,0.87,963,1.5,241,2.6
2018,2,20,18,30,0.7000000000000001,0,0,0,7,-0.2,0,0,0,0,0.37,93.54,146.04,0.87,963,1.4000000000000001,241,2.6
2018,2,20,19,30,0.4,0,0,0,7,-0.6000000000000001,0,0,0,0,0.372,92.87,150.13,0.87,964,1.4000000000000001,242,2.5
2018,2,20,20,30,0,0,0,0,4,-1,0,0,0,0,0.373,93.15,148.66,0.87,965,1.3,240,2.2
2018,2,20,21,30,-0.2,0,0,0,4,-1.3,0,0,0,0,0.373,92.3,142.28,0.87,965,1.3,232,2
2018,2,20,22,30,-0.30000000000000004,0,0,0,1,-1.4000000000000001,0,0,0,0,0.373,92.2,133.02,0.87,966,1.2000000000000002,216,1.8
2018,2,20,23,30,-0.30000000000000004,0,0,0,7,-1.4000000000000001,0,0,0,0,0.373,92.06,122.35000000000001,0.87,966,1.2000000000000002,207,1.7000000000000002
2018,2,21,0,30,-0.8,0,0,0,4,-1.5,0,0,0,0,0.369,95.28,111.08,0.87,966,1.1,192,1.6
2018,2,21,1,30,-0.8,0,0,0,4,-1.6,0,0,0,0,0.367,94.61,99.66,0.87,967,1.1,191,1.7000000000000002
2018,2,21,2,30,0.6000000000000001,10,2,10,4,-1.5,5,0,3,5,0.368,85.94,88.13,0.87,967,1.1,196,2.2
2018,2,21,3,30,2.6,107,250,161,4,-0.8,38,0,3,38,0.371,78.42,77.66,0.87,968,1.2000000000000002,218,3
2018,2,21,4,30,4.4,168,471,345,4,-0.6000000000000001,107,0,0,107,0.373,70.11,67.94,0.87,968,1.2000000000000002,246,3.5
2018,2,21,5,30,6,203,602,506,4,-0.5,153,0,0,153,0.371,63.15,59.72,0.87,968,1.2000000000000002,265,3.6
2018,2,21,6,30,7.300000000000001,238,639,615,4,-0.4,235,30,0,253,0.368,58.13,53.800000000000004,0.87,968,1.2000000000000002,277,3.5
2018,2,21,7,30,8.1,245,669,666,4,-0.30000000000000004,299,132,0,382,0.365,55.49,51.050000000000004,0.87,968,1.2000000000000002,286,3.3000000000000003
2018,2,21,8,30,8.5,236,672,650,4,-0.2,286,241,0,435,0.364,54.39,51.980000000000004,0.87,967,1.2000000000000002,295,3
2018,2,21,9,30,8.4,238,589,564,4,-0.1,161,1,0,161,0.364,55.07,56.42,0.87,967,1.2000000000000002,305,2.6
2018,2,21,10,30,7.800000000000001,200,511,428,4,0,194,181,3,274,0.364,57.95,63.6,0.87,967,1.2000000000000002,324,2
2018,2,21,11,30,5.6000000000000005,144,365,253,4,0.8,59,0,0,59,0.362,71.44,72.66,0.87,967,1.2000000000000002,171,1.3
2018,2,21,12,30,3,62,103,74,4,0.30000000000000004,19,0,3,19,0.36,82.49,82.87,0.87,968,1.2000000000000002,13,1.1
2018,2,21,13,30,1.8,0,0,0,4,-0.5,0,0,0,0,0.358,84.49,93.99,0.87,969,1.2000000000000002,28,1.1
2018,2,21,14,30,1.3,0,0,0,4,-0.7000000000000001,0,0,0,0,0.355,86.31,105.34,0.87,969,1.1,45,1
2018,2,21,15,30,0.8,0,0,0,4,-0.9,0,0,0,0,0.353,88.26,116.7,0.87,969,1.1,58,1
2018,2,21,16,30,0.5,0,0,0,8,-1.1,0,0,0,0,0.352,89.15,127.71000000000001,0.87,969,1.1,65,1
2018,2,21,17,30,0.30000000000000004,0,0,0,4,-1.2000000000000002,0,0,0,0,0.35100000000000003,89.64,137.75,0.87,968,1.1,68,0.9
2018,2,21,18,30,0.2,0,0,0,4,-1.3,0,0,0,0,0.35000000000000003,89.60000000000001,145.72,0.87,968,1.1,68,0.8
2018,2,21,19,30,0.1,0,0,0,7,-1.4000000000000001,0,0,0,0,0.34900000000000003,89.63,149.78,0.87,968,1,64,0.7000000000000001
2018,2,21,20,30,0.1,0,0,0,7,-1.5,0,0,0,0,0.34800000000000003,89,148.31,0.87,967,1,47,0.6000000000000001
2018,2,21,21,30,0,0,0,0,4,-1.6,0,0,0,0,0.34500000000000003,89.05,141.96,0.87,967,1,19,0.5
2018,2,21,22,30,-0.1,0,0,0,4,-1.7000000000000002,0,0,0,0,0.343,89.08,132.73,0.87,967,1,180,0.6000000000000001
2018,2,21,23,30,-0.2,0,0,0,1,-1.8,0,0,0,0,0.342,89.05,122.09,0.87,967,1,356,0.6000000000000001
2018,2,22,0,30,-0.5,0,0,0,4,-1.9000000000000001,0,0,0,0,0.341,90.28,110.83,0.87,967,1,183,0.7000000000000001
2018,2,22,1,30,-0.5,0,0,0,4,-2,0,0,0,0,0.34,89.46000000000001,99.41,0.87,967,1,12,0.8
2018,2,22,2,30,0.6000000000000001,17,21,18,1,-1.9000000000000001,17,21,0,18,0.339,83.07000000000001,87.88,0.87,967,1,15,1.2000000000000002
2018,2,22,3,30,2.7,93,386,177,1,-1.4000000000000001,93,386,0,177,0.339,74.44,77.38,0.87,967,1,27,1.8
2018,2,22,4,30,5.2,136,605,366,4,-0.8,159,190,0,231,0.337,65.02,67.63,0.87,967,1,47,2.4000000000000004
2018,2,22,5,30,7.300000000000001,161,722,529,4,-0.5,230,157,0,310,0.335,57.84,59.39,0.87,967,1,55,2.7
2018,2,22,6,30,9,181,772,640,4,-0.30000000000000004,273,252,0,423,0.332,52.26,53.45,0.87,966,1,57,2.6
2018,2,22,7,30,10.3,186,802,694,4,-0.2,301,211,0,435,0.33,48.27,50.68,0.87,965,0.9,52,2.4000000000000004
2018,2,22,8,30,11,181,800,678,4,-0.1,193,7,0,198,0.329,46.17,51.63,0.87,965,0.9,45,2.5
2018,2,22,9,30,11.100000000000001,161,776,594,7,-0.1,250,81,0,295,0.328,45.980000000000004,56.1,0.87,964,1,37,2.6
2018,2,22,10,30,10.3,142,698,455,7,0.1,122,0,0,122,0.328,49.04,63.31,0.87,964,1,32,2.6
2018,2,22,11,30,7.7,110,547,275,4,0.5,73,0,0,73,0.328,60.22,72.41,0.87,965,1,27,2
